RecoleccionID,Fecha,Distrito,Residuo,Toneladas,TiempoRuta,Saturacion,Quejas,DistanciaKm,EstadoCamion
1249,2025-02-15,San Martín de Porres,Metal,8.32,48,88,2,14.41,Mantenimiento
1250,2026-06-19,Ancón,Vidrio,11.64,74,46,1,27.77,Operativo
1251,2024-12-10,Carabayllo,Peligroso,18.83,50,99,0,6.69,Operativo
1252,2025-10-28,Independencia,Metal,10.96,62,70,2,18.65,Operativo
1253,2025-02-19,Los Olivos,Plástico,4.01,55,68,0,11.69,Operativo
1254,2025-02-11,Comas,Orgánico,6.86,71,39,5,9.32,Operativo
1255,2025-11-27,Los Olivos,Papel y Cartón,12.11,46,73,0,34.49,Operativo
1256,2025-09-02,Ancón,Metal,19.24,71,43,0,23.81,Mantenimiento
1257,2026-04-25,Comas,Peligroso,10.55,65,43,1,12.43,Operativo
1258,2026-06-13,Comas,Orgánico,10.55,61,64,1,10.6,Operativo
1259,2024-12-12,Santa Rosa,Metal,10.62,39,90,0,18.11,Operativo
1260,2025-11-26,San Martín de Porres,Plástico,17.06,72,82,5,16.75,Operativo
1261,2025-01-05,Comas,Metal,6.6,78,77,0,7.36,Operativo
1262,2025-05-17,Comas,Vidrio,19.89,55,76,4,26.74,Operativo
1263,2024-12-12,Ancón,Orgánico,14.21,29,89,1,29.9,Operativo
1264,2025-02-19,San Martín de Porres,Peligroso,8.48,38,92,4,12.48,Operativo
1265,2025-05-27,Puente Piedra,Vidrio,5.91,70,72,5,19.38,Operativo
1266,2025-01-08,San Martín de Porres,Metal,16.3,47,22,4,5.94,Operativo
1267,2026-06-03,Los Olivos,Orgánico,18.55,75,46,3,10.41,Operativo
1268,2024-08-06,Santa Rosa,Papel y Cartón,19.64,25,38,4,27.34,Operativo
1269,2026-06-26,Santa Rosa,Metal,11.48,59,62,3,9.29,Operativo
1270,2025-05-13,Ancón,Vidrio,5.68,71,60,0,25.05,Mantenimiento
1271,2026-06-06,Los Olivos,Orgánico,9.88,46,23,4,9.82,Mantenimiento
1272,2024-10-03,Los Olivos,Papel y Cartón,13.81,71,63,3,12.83,Operativo
1273,2025-07-13,Independencia,Orgánico,11.22,63,61,1,23.32,Operativo
1274,2026-04-04,Santa Rosa,Metal,19.19,75,85,0,15.13,Operativo
1275,2025-05-01,Los Olivos,Metal,11.23,27,73,0,34.64,Operativo
1276,2026-03-30,Comas,Vidrio,4.15,42,88,4,34.61,Operativo
1277,2026-05-12,Carabayllo,Metal,13.58,65,97,5,20.09,Mantenimiento
1278,2025-10-09,Los Olivos,Papel y Cartón,10.08,28,72,1,15.67,Operativo
1279,2024-07-24,Independencia,Vidrio,18.58,39,92,4,2.66,Operativo
1280,2026-05-06,Comas,Metal,11.28,42,80,3,24.91,Operativo
1281,2025-12-25,Comas,Papel y Cartón,16.46,45,81,3,23.69,Operativo
1282,2024-09-19,Carabayllo,Vidrio,15.28,44,66,0,21.87,Operativo
1283,2025-03-06,Los Olivos,Orgánico,17.65,22,87,1,32.58,Operativo
1284,2024-10-25,Independencia,Plástico,19.01,32,49,1,12.8,Operativo
1285,2026-05-04,Los Olivos,Orgánico,10.88,25,24,0,8.12,Operativo
1286,2025-05-08,San Martín de Porres,Metal,8.67,46,95,1,18.06,Operativo
1287,2025-05-29,Comas,Vidrio,7.59,54,69,0,23.27,Operativo
1288,2024-12-21,Carabayllo,Orgánico,14.62,52,35,5,13.35,Operativo
1289,2026-04-17,Independencia,Peligroso,5.16,59,38,4,3.02,Operativo
1290,2025-11-04,Puente Piedra,Orgánico,11.07,76,22,5,23.51,Operativo
1291,2024-07-29,Carabayllo,Vidrio,17.42,62,92,4,11.11,Operativo
1292,2025-01-08,Comas,Orgánico,8.9,41,36,3,9.13,Operativo
1293,2026-03-20,San Martín de Porres,Orgánico,9.99,58,98,5,13.08,Operativo
1294,2026-03-11,Puente Piedra,Orgánico,10.53,41,53,0,4.38,Operativo
1295,2026-06-21,Los Olivos,Orgánico,16.93,77,36,1,17.41,Operativo
1296,2025-08-14,Puente Piedra,Papel y Cartón,8.64,38,85,4,22.8,Operativo
1297,2025-07-20,Independencia,Metal,11.77,54,44,3,6.05,Operativo
1298,2024-11-13,Comas,Papel y Cartón,6.69,65,38,4,32.86,Operativo
1299,2025-07-22,Puente Piedra,Orgánico,10.85,60,65,2,31.77,Operativo
1300,2026-01-12,San Martín de Porres,Peligroso,2.92,46,31,3,4.48,Operativo
1301,2026-05-17,Los Olivos,Vidrio,18.81,45,47,1,30.7,Operativo
1302,2025-06-02,Los Olivos,Orgánico,2.39,26,73,5,5.66,Operativo
1303,2025-09-24,Carabayllo,Papel y Cartón,14.75,59,26,1,13.26,Operativo
1304,2025-09-30,Comas,Orgánico,3.38,34,21,2,2.67,Mantenimiento
1305,2026-01-22,San Martín de Porres,Vidrio,5.47,65,51,2,21.25,Operativo
1306,2026-02-24,San Martín de Porres,Peligroso,5.1,44,33,5,15.4,Operativo
1307,2025-01-07,Independencia,Plástico,14.22,24,77,4,13.24,Operativo
1308,2024-10-08,Los Olivos,Papel y Cartón,9.05,24,47,3,16.97,Operativo
1309,2024-08-03,San Martín de Porres,Orgánico,6.41,40,80,4,33.21,Operativo
1310,2024-12-13,Los Olivos,Plástico,12.33,28,59,4,18.23,Operativo
1311,2025-03-27,San Martín de Porres,Papel y Cartón,15.25,61,75,5,5.99,Mantenimiento
1312,2026-07-06,Comas,Metal,4.53,60,99,3,11.38,Operativo
1313,2025-07-22,Los Olivos,Peligroso,14.92,39,51,1,33.74,Operativo
1314,2024-11-19,San Martín de Porres,Papel y Cartón,18.78,50,29,5,23.38,Operativo
1315,2025-12-25,San Martín de Porres,Plástico,6.95,57,34,5,11.09,Operativo
1316,2025-03-20,Santa Rosa,Peligroso,8.56,23,25,5,33.2,Operativo
1317,2025-03-04,Santa Rosa,Metal,9.04,48,83,5,34.95,Operativo
1318,2025-03-30,Los Olivos,Vidrio,4.64,58,23,1,34.19,Operativo
1319,2025-07-27,Puente Piedra,Metal,18.75,54,54,2,26.09,Operativo
1320,2025-02-10,San Martín de Porres,Vidrio,19.04,59,79,2,19.06,Mantenimiento
1321,2026-04-12,Independencia,Papel y Cartón,10.69,46,98,1,5.13,Operativo
1322,2024-08-19,San Martín de Porres,Metal,3.87,65,87,4,16.04,Operativo
1323,2025-08-13,Los Olivos,Papel y Cartón,7.36,42,32,4,31.51,Operativo
1324,2025-08-29,Puente Piedra,Papel y Cartón,16.17,39,47,4,31.31,Mantenimiento
1325,2024-11-18,Comas,Metal,2.7,64,27,3,11.74,Mantenimiento
1326,2026-06-30,San Martín de Porres,Orgánico,13.15,24,45,5,2.75,Operativo
1327,2026-07-09,Carabayllo,Plástico,17.89,31,28,0,20.16,Operativo
1328,2025-05-22,Ancón,Plástico,18.64,43,41,1,32.14,Operativo
1329,2026-06-13,Carabayllo,Vidrio,11.35,36,64,2,31.28,Operativo
1330,2024-10-10,Puente Piedra,Orgánico,4.2,61,97,5,25.02,Operativo
1331,2024-09-18,Los Olivos,Vidrio,8.3,58,80,0,21.21,Operativo
1332,2025-07-05,Ancón,Vidrio,9.97,34,58,3,21.71,Operativo
1333,2026-03-13,Puente Piedra,Orgánico,9.97,21,70,2,30.78,Operativo
1334,2025-02-27,Independencia,Peligroso,14.5,48,61,3,29.71,Operativo
1335,2024-07-30,Comas,Papel y Cartón,18.71,20,33,2,29.89,Operativo
1336,2024-11-25,Ancón,Vidrio,19.1,34,39,1,32.66,Operativo
1337,2025-08-26,Puente Piedra,Vidrio,18.51,48,86,0,5.73,Mantenimiento
1338,2026-05-04,Puente Piedra,Plástico,10.7,70,48,1,26.09,Operativo
1339,2024-09-02,Santa Rosa,Vidrio,15.21,46,44,0,27.78,Operativo
1340,2024-10-10,Ancón,Orgánico,6.13,40,78,1,27.28,Operativo
1341,2025-08-07,Santa Rosa,Papel y Cartón,14.96,55,79,3,28.52,Operativo
1342,2025-01-23,Ancón,Vidrio,3.66,79,44,1,28.42,Operativo
1343,2024-08-10,Santa Rosa,Papel y Cartón,14.56,74,92,0,22.4,Operativo
1344,2025-04-10,Comas,Peligroso,10.44,26,96,0,9.64,Operativo
1345,2026-05-17,Santa Rosa,Metal,2.3,39,74,5,8.91,Mantenimiento
1346,2025-05-16,Independencia,Metal,7.23,76,51,5,3.52,Operativo
1347,2025-11-07,Independencia,Metal,3.26,50,32,5,15.54,Operativo
1348,2026-02-03,Comas,Plástico,7.26,51,60,1,5.62,Operativo
1349,2025-08-22,Puente Piedra,Peligroso,6.74,40,62,2,4.66,Mantenimiento
1350,2026-03-24,Puente Piedra,Metal,15.18,70,32,3,6.65,Operativo
1351,2025-07-08,Ancón,Peligroso,19.1,57,87,1,15.69,Operativo
1352,2025-01-22,San Martín de Porres,Plástico,12.47,62,38,4,17.95,Operativo
1353,2025-02-18,Independencia,Orgánico,19.99,43,62,0,16.57,Operativo
1354,2025-08-12,Carabayllo,Peligroso,2.81,79,20,3,7.09,Operativo
1355,2025-01-13,Los Olivos,Orgánico,13.04,77,57,5,10.75,Operativo
1356,2025-03-11,Ancón,Papel y Cartón,5.79,72,97,4,23.0,Operativo
1357,2024-11-07,Los Olivos,Peligroso,11.02,22,42,0,9.26,Operativo
1358,2025-12-26,Santa Rosa,Papel y Cartón,4.07,60,32,5,5.07,Operativo
1359,2024-10-31,Santa Rosa,Metal,11.72,48,84,1,10.12,Operativo
1360,2026-02-26,Ancón,Vidrio,3.4,34,63,0,3.07,Operativo
1361,2025-03-15,San Martín de Porres,Plástico,18.97,26,87,4,26.62,Operativo
1362,2026-03-14,San Martín de Porres,Plástico,4.76,37,92,4,22.03,Operativo
1363,2025-05-16,San Martín de Porres,Orgánico,7.81,42,40,2,13.11,Mantenimiento
1364,2025-08-27,Independencia,Plástico,10.28,61,79,5,14.97,Operativo
1365,2025-08-26,Los Olivos,Orgánico,12.05,32,51,3,32.41,Operativo
1366,2025-01-11,San Martín de Porres,Vidrio,15.3,59,61,1,25.69,Operativo
1367,2025-06-24,San Martín de Porres,Vidrio,3.29,49,75,3,11.68,Mantenimiento
1368,2025-01-17,Independencia,Metal,13.69,21,73,3,27.55,Operativo
1369,2025-11-12,Puente Piedra,Peligroso,15.73,68,70,5,33.92,Mantenimiento
1370,2026-03-07,Independencia,Orgánico,11.56,21,97,2,14.29,Operativo
1371,2025-06-18,Santa Rosa,Vidrio,5.3,40,77,5,23.73,Operativo
1372,2025-11-25,Los Olivos,Metal,8.51,51,72,4,21.81,Operativo
1373,2026-05-04,Puente Piedra,Metal,17.2,41,80,0,12.18,Operativo
1374,2026-06-06,Santa Rosa,Orgánico,14.81,27,39,0,24.74,Operativo
1375,2026-05-29,Comas,Orgánico,18.93,72,38,3,2.56,Operativo
1376,2025-10-29,Puente Piedra,Papel y Cartón,8.02,45,79,1,6.68,Operativo
1377,2025-08-23,Puente Piedra,Peligroso,16.71,58,74,1,29.99,Operativo
1378,2026-02-02,Independencia,Peligroso,9.81,48,90,5,14.04,Operativo
1379,2025-01-10,Los Olivos,Vidrio,8.05,33,28,3,9.36,Operativo
1380,2024-10-07,Ancón,Vidrio,4.07,25,70,0,28.37,Operativo
1381,2026-04-12,Ancón,Orgánico,12.66,30,53,5,13.81,Operativo
1382,2026-05-20,Independencia,Orgánico,14.59,77,39,2,34.14,Operativo
1383,2026-04-24,Independencia,Metal,6.36,64,23,5,29.92,Operativo
1384,2026-04-23,Puente Piedra,Metal,11.29,36,98,2,25.12,Mantenimiento
1385,2024-09-21,Carabayllo,Plástico,18.34,55,91,4,17.82,Operativo
1386,2026-04-03,Carabayllo,Vidrio,4.35,34,49,4,2.75,Operativo
1387,2026-07-08,Los Olivos,Vidrio,7.32,52,37,4,23.58,Operativo
1388,2025-06-02,Comas,Papel y Cartón,8.41,34,97,5,21.83,Operativo
1389,2026-01-01,Independencia,Vidrio,5.83,75,94,0,6.12,Operativo
1390,2025-10-16,Comas,Peligroso,2.24,28,75,0,8.31,Operativo
1391,2025-06-25,San Martín de Porres,Orgánico,11.31,67,63,1,29.23,Operativo
1392,2025-10-06,Independencia,Papel y Cartón,14.29,54,85,1,30.56,Operativo
1393,2026-06-20,Ancón,Vidrio,14.31,39,38,2,19.16,Operativo
1394,2026-06-15,San Martín de Porres,Peligroso,6.76,22,28,1,18.25,Operativo
1395,2025-01-19,Comas,Plástico,6.4,56,37,5,29.1,Operativo
1396,2025-08-18,Los Olivos,Metal,2.05,43,96,2,15.11,Operativo
1397,2024-08-26,Puente Piedra,Orgánico,4.53,61,23,5,28.73,Operativo
1398,2025-06-22,Santa Rosa,Metal,9.72,51,39,4,34.2,Operativo
1399,2025-10-12,San Martín de Porres,Peligroso,14.69,68,70,2,10.09,Operativo
1400,2026-02-13,Puente Piedra,Orgánico,16.44,63,68,1,15.67,Operativo
1401,2025-02-07,Puente Piedra,Plástico,11.34,56,73,4,21.09,Operativo
1402,2026-02-14,Carabayllo,Papel y Cartón,17.23,79,75,3,2.94,Operativo
1403,2025-04-02,Ancón,Vidrio,13.49,43,89,1,26.86,Operativo
1404,2026-03-08,Independencia,Plástico,17.18,76,33,3,33.48,Operativo
1405,2026-03-31,Puente Piedra,Papel y Cartón,12.0,28,30,1,13.41,Mantenimiento
1406,2025-11-14,Carabayllo,Peligroso,17.94,36,78,1,12.95,Operativo
1407,2025-12-04,San Martín de Porres,Peligroso,13.91,24,87,5,12.03,Operativo
1408,2026-06-14,Santa Rosa,Papel y Cartón,9.54,70,61,3,30.03,Operativo
1409,2026-05-27,San Martín de Porres,Papel y Cartón,14.33,25,56,3,10.62,Operativo
1410,2026-04-19,Puente Piedra,Metal,11.51,64,94,2,33.91,Operativo
1411,2025-12-25,Puente Piedra,Metal,6.18,37,92,1,9.93,Operativo
1412,2025-07-30,Independencia,Papel y Cartón,10.18,59,47,5,26.6,Operativo
1413,2026-07-05,San Martín de Porres,Metal,16.98,71,24,2,18.35,Mantenimiento
1414,2026-01-01,Los Olivos,Orgánico,16.3,58,82,1,6.4,Operativo
1415,2025-02-02,Carabayllo,Orgánico,3.1,73,58,1,2.56,Operativo
1416,2025-07-20,Comas,Plástico,6.14,53,62,4,24.53,Operativo
1417,2026-07-12,Santa Rosa,Metal,12.48,27,97,5,14.52,Operativo
1418,2025-11-06,Carabayllo,Metal,7.5,64,49,0,33.04,Mantenimiento
1419,2024-09-05,Los Olivos,Orgánico,11.7,25,45,1,26.65,Operativo
1420,2026-02-12,Independencia,Metal,16.99,43,64,5,23.52,Operativo
1421,2025-08-30,Santa Rosa,Plástico,18.73,30,25,0,9.88,Operativo
1422,2024-11-09,Santa Rosa,Peligroso,6.36,54,38,4,9.99,Operativo
1423,2025-01-26,Independencia,Vidrio,7.44,49,70,1,9.22,Operativo
1424,2026-06-05,Ancón,Orgánico,16.06,31,43,1,24.44,Operativo
1425,2025-09-06,Santa Rosa,Peligroso,12.72,41,63,2,17.85,Operativo
1426,2024-09-19,Santa Rosa,Orgánico,16.99,61,25,0,25.23,Operativo
1427,2026-04-23,San Martín de Porres,Vidrio,5.52,42,50,5,14.42,Operativo
1428,2026-06-02,Santa Rosa,Orgánico,12.01,57,89,0,8.21,Operativo
1429,2025-10-16,Comas,Vidrio,12.58,59,56,1,22.86,Operativo
1430,2025-12-08,Comas,Peligroso,7.98,24,46,4,25.15,Operativo
1431,2026-04-30,San Martín de Porres,Plástico,10.82,34,78,0,18.81,Operativo
1432,2025-11-04,Comas,Vidrio,12.41,48,24,0,23.4,Operativo
1433,2025-01-11,Santa Rosa,Orgánico,11.0,76,33,0,24.89,Operativo
1434,2024-11-27,Santa Rosa,Vidrio,18.46,39,92,3,6.87,Operativo
1435,2025-11-22,Ancón,Peligroso,5.92,52,40,1,31.43,Operativo
1436,2025-10-22,Los Olivos,Vidrio,19.84,63,52,0,17.89,Mantenimiento
1437,2026-02-26,Santa Rosa,Peligroso,9.75,69,66,2,33.9,Operativo
1438,2024-10-16,Los Olivos,Vidrio,12.86,35,46,4,30.62,Mantenimiento
1439,2025-03-24,Independencia,Orgánico,12.78,78,33,0,17.28,Operativo
1440,2025-05-05,Carabayllo,Orgánico,8.14,67,60,3,33.98,Operativo
1441,2025-10-28,San Martín de Porres,Papel y Cartón,17.74,66,21,5,21.64,Operativo
1442,2025-12-31,Puente Piedra,Peligroso,12.33,71,41,5,23.63,Operativo
1443,2024-10-09,Santa Rosa,Metal,7.59,35,99,5,33.23,Operativo
1444,2025-10-08,Santa Rosa,Papel y Cartón,17.26,41,73,5,21.85,Operativo
1445,2025-06-11,Carabayllo,Papel y Cartón,18.07,37,72,1,29.67,Operativo
1446,2026-04-21,Comas,Papel y Cartón,17.45,46,36,0,17.51,Operativo
1447,2026-06-26,Santa Rosa,Peligroso,15.9,21,64,1,7.83,Operativo
1448,2025-05-27,Puente Piedra,Vidrio,14.82,64,41,0,8.36,Operativo
1449,2026-06-18,Puente Piedra,Plástico,4.43,48,42,3,34.52,Operativo
1450,2024-07-12,Ancón,Vidrio,4.27,45,82,1,10.91,Operativo
1451,2025-04-24,Comas,Orgánico,19.35,25,54,5,12.24,Operativo
1452,2025-05-10,Los Olivos,Peligroso,10.68,44,92,1,5.01,Mantenimiento
1453,2025-06-19,Carabayllo,Orgánico,7.33,78,43,5,27.95,Operativo
1454,2025-10-05,San Martín de Porres,Peligroso,8.27,74,70,5,30.93,Operativo
1455,2025-04-05,Carabayllo,Plástico,4.05,56,73,2,33.39,Operativo
1456,2025-03-03,Puente Piedra,Peligroso,10.64,24,25,5,17.94,Operativo
1457,2024-07-29,San Martín de Porres,Vidrio,2.74,73,33,1,26.19,Operativo
1458,2025-03-03,Ancón,Orgánico,7.01,38,79,0,12.77,Operativo
1459,2026-01-12,Los Olivos,Peligroso,9.95,33,64,3,27.56,Operativo
1460,2024-10-02,San Martín de Porres,Metal,7.83,25,78,0,15.28,Operativo
1461,2026-07-08,Ancón,Orgánico,6.3,45,63,3,20.03,Operativo
1462,2025-06-23,Independencia,Metal,12.18,25,74,1,6.75,Operativo
1463,2026-04-03,Carabayllo,Metal,8.35,22,39,3,14.03,Operativo
1464,2025-08-11,Puente Piedra,Plástico,3.32,28,45,1,24.86,Operativo
1465,2024-09-13,Comas,Orgánico,15.15,52,91,0,14.45,Operativo
1466,2026-06-13,Independencia,Papel y Cartón,4.15,58,86,5,33.53,Operativo
1467,2025-05-07,Independencia,Metal,8.78,28,54,2,27.63,Operativo
1468,2025-12-01,Comas,Orgánico,4.05,73,24,4,33.07,Operativo
1469,2024-10-04,San Martín de Porres,Plástico,14.66,64,90,0,22.46,Operativo
1470,2026-06-04,Santa Rosa,Plástico,6.65,49,45,4,14.79,Operativo
1471,2025-08-16,San Martín de Porres,Peligroso,13.57,69,36,1,18.5,Mantenimiento
1472,2026-03-22,Puente Piedra,Vidrio,11.01,36,51,2,17.38,Operativo
1473,2025-01-22,Ancón,Plástico,5.33,22,90,4,27.54,Mantenimiento
1474,2025-11-03,San Martín de Porres,Peligroso,13.81,70,42,4,15.61,Operativo
1475,2025-10-19,Santa Rosa,Papel y Cartón,6.58,40,78,0,4.54,Operativo
1476,2025-01-04,Santa Rosa,Peligroso,15.59,48,90,5,9.82,Operativo
1477,2025-06-23,Puente Piedra,Papel y Cartón,18.62,55,32,0,30.21,Mantenimiento
1478,2025-05-15,San Martín de Porres,Peligroso,15.91,59,91,0,21.39,Operativo
1479,2025-06-11,Los Olivos,Papel y Cartón,12.62,61,28,0,2.26,Operativo
1480,2025-07-03,Carabayllo,Papel y Cartón,3.34,40,75,1,22.54,Operativo
1481,2025-12-01,Independencia,Orgánico,10.14,39,26,3,11.97,Operativo
1482,2025-01-13,San Martín de Porres,Plástico,7.38,20,71,2,4.89,Operativo
1483,2025-02-11,Puente Piedra,Papel y Cartón,13.04,57,27,4,18.82,Operativo
1484,2026-03-30,Puente Piedra,Peligroso,11.96,46,98,4,34.97,Operativo
1485,2026-04-03,Carabayllo,Orgánico,17.55,31,75,3,15.77,Operativo
1486,2025-11-16,Puente Piedra,Peligroso,13.21,69,93,1,23.37,Mantenimiento
1487,2025-08-20,Ancón,Plástico,4.91,31,29,4,29.82,Operativo
1488,2024-09-05,Ancón,Vidrio,12.41,71,87,2,6.09,Operativo
1489,2025-07-30,Los Olivos,Papel y Cartón,16.74,73,49,4,24.05,Operativo
1490,2024-08-01,Comas,Orgánico,12.78,72,33,5,29.34,Operativo
1491,2025-10-02,Ancón,Vidrio,3.94,47,90,1,19.88,Operativo
1492,2024-12-14,Los Olivos,Peligroso,8.44,31,34,4,11.89,Operativo
1493,2024-09-08,Ancón,Papel y Cartón,2.1,20,26,0,4.17,Operativo
1494,2025-11-10,Carabayllo,Papel y Cartón,11.9,48,75,2,31.08,Operativo
1495,2026-03-04,Los Olivos,Plástico,16.81,68,90,1,6.07,Operativo
1496,2024-09-06,San Martín de Porres,Peligroso,13.42,30,46,2,31.47,Operativo
1497,2026-01-10,Comas,Plástico,8.99,22,70,3,11.94,Operativo
1498,2026-07-03,Puente Piedra,Peligroso,15.91,48,50,3,14.51,Operativo
1499,2026-06-01,Los Olivos,Plástico,10.78,43,95,0,23.62,Operativo
1500,2025-10-21,Carabayllo,Papel y Cartón,12.6,50,99,1,31.8,Mantenimiento
1501,2025-08-31,Puente Piedra,Orgánico,4.02,30,21,2,15.93,Operativo
1502,2025-01-06,Carabayllo,Orgánico,14.08,38,38,1,33.62,Operativo
1503,2026-05-05,Independencia,Vidrio,7.28,30,74,0,7.42,Operativo
1504,2025-04-21,San Martín de Porres,Papel y Cartón,19.94,28,86,5,12.54,Mantenimiento
1505,2024-11-22,Independencia,Metal,19.13,34,44,0,34.04,Operativo
1506,2025-08-16,Los Olivos,Metal,19.21,43,66,0,17.88,Operativo
1507,2025-02-13,Carabayllo,Peligroso,14.76,22,58,3,22.4,Operativo
1508,2025-05-15,Carabayllo,Vidrio,6.01,21,22,0,11.66,Operativo
1509,2025-12-20,Santa Rosa,Vidrio,14.3,35,44,4,8.57,Operativo
1510,2025-11-18,San Martín de Porres,Papel y Cartón,11.06,51,70,5,31.38,Operativo
1511,2024-09-11,Los Olivos,Vidrio,5.49,75,88,1,25.04,Operativo
1512,2025-04-24,Comas,Papel y Cartón,9.88,39,21,0,31.87,Operativo
1513,2024-10-21,Puente Piedra,Peligroso,9.36,41,22,0,32.34,Operativo
1514,2025-05-09,San Martín de Porres,Plástico,9.5,48,21,5,27.12,Operativo
1515,2026-07-02,Santa Rosa,Plástico,16.06,56,38,1,6.18,Operativo
1516,2024-09-12,Los Olivos,Vidrio,19.0,29,90,0,4.36,Operativo
1517,2026-02-02,San Martín de Porres,Vidrio,18.7,27,64,2,22.71,Mantenimiento
1518,2026-07-10,Ancón,Plástico,11.81,74,98,4,18.91,Operativo
1519,2025-11-18,Los Olivos,Papel y Cartón,3.46,57,87,1,16.05,Operativo
1520,2025-05-26,Ancón,Plástico,9.67,37,96,2,22.33,Operativo
1521,2024-10-04,Los Olivos,Plástico,10.11,27,93,4,32.46,Operativo
1522,2026-06-02,San Martín de Porres,Vidrio,3.34,59,70,3,27.96,Operativo
1523,2026-03-17,Puente Piedra,Vidrio,10.26,70,37,3,26.15,Operativo
1524,2025-12-13,Comas,Papel y Cartón,6.73,40,41,5,5.83,Operativo
1525,2026-04-01,Santa Rosa,Vidrio,9.0,24,81,1,4.83,Operativo
1526,2025-05-29,Santa Rosa,Papel y Cartón,13.89,43,98,5,29.79,Operativo
1527,2025-04-09,Comas,Metal,4.89,69,42,5,32.06,Operativo
1528,2025-10-06,San Martín de Porres,Plástico,16.5,27,63,4,15.97,Operativo
1529,2025-09-02,Carabayllo,Orgánico,3.26,42,76,2,12.14,Operativo
1530,2025-04-13,Comas,Orgánico,13.99,44,70,2,17.74,Operativo
1531,2025-08-19,Santa Rosa,Orgánico,3.6,49,73,1,22.83,Operativo
1532,2024-10-05,Comas,Plástico,13.05,66,68,4,26.33,Operativo
1533,2025-11-26,Ancón,Plástico,19.08,57,89,0,23.37,Operativo
1534,2025-04-08,Santa Rosa,Metal,7.67,48,98,0,17.59,Operativo
1535,2025-04-27,Ancón,Papel y Cartón,12.8,41,81,2,34.03,Operativo
1536,2025-07-18,Puente Piedra,Plástico,16.95,71,76,4,12.39,Operativo
1537,2024-09-14,Los Olivos,Vidrio,6.38,43,67,0,21.64,Operativo
1538,2025-01-10,Santa Rosa,Orgánico,6.18,72,70,1,31.23,Operativo
1539,2024-12-20,Ancón,Peligroso,7.22,78,84,5,27.48,Operativo
1540,2025-04-12,Carabayllo,Papel y Cartón,14.54,31,93,1,28.64,Operativo
1541,2025-01-05,Independencia,Plástico,18.97,67,32,0,5.45,Operativo
1542,2024-09-10,Los Olivos,Peligroso,19.33,45,84,1,23.85,Operativo
1543,2026-06-20,Comas,Plástico,12.78,46,32,0,12.21,Operativo
1544,2024-10-19,Independencia,Papel y Cartón,14.97,25,74,0,18.7,Operativo
1545,2025-11-14,Santa Rosa,Orgánico,8.63,36,50,1,22.22,Operativo
1546,2026-05-17,Los Olivos,Plástico,3.56,72,98,4,29.65,Operativo
1547,2024-09-15,Puente Piedra,Vidrio,13.9,49,45,2,31.28,Operativo
1548,2026-06-14,Carabayllo,Plástico,16.89,30,35,1,27.42,Mantenimiento
1549,2026-01-23,Carabayllo,Metal,8.33,25,71,2,34.01,Mantenimiento
1550,2025-09-05,Ancón,Vidrio,16.06,20,66,4,21.12,Operativo
1551,2026-06-23,Puente Piedra,Plástico,8.82,39,28,4,34.03,Operativo
1552,2025-12-15,Los Olivos,Papel y Cartón,11.59,60,93,0,22.19,Operativo
1553,2025-04-07,Independencia,Plástico,9.27,74,85,0,31.03,Operativo
1554,2025-02-20,Carabayllo,Peligroso,13.2,36,38,1,18.21,Operativo
1555,2026-06-21,Ancón,Metal,19.02,28,51,1,33.86,Operativo
1556,2025-11-28,Los Olivos,Metal,14.33,76,54,3,7.68,Operativo
1557,2025-01-18,Los Olivos,Metal,15.31,30,89,4,29.02,Mantenimiento
1558,2025-02-19,Los Olivos,Peligroso,9.73,39,44,1,26.13,Operativo
1559,2025-01-16,Carabayllo,Orgánico,19.73,55,70,3,26.67,Operativo
1560,2025-06-08,Santa Rosa,Orgánico,18.65,67,76,2,2.32,Operativo
1561,2025-10-04,Puente Piedra,Papel y Cartón,19.32,62,60,2,10.33,Mantenimiento
1562,2025-05-16,Independencia,Metal,2.53,78,76,0,23.16,Operativo
1563,2025-10-28,Comas,Peligroso,4.12,43,47,5,34.17,Operativo
1564,2025-04-22,Comas,Plástico,19.04,54,58,2,34.69,Operativo
1565,2024-08-27,San Martín de Porres,Orgánico,6.7,41,75,0,3.55,Operativo
1566,2026-01-31,Puente Piedra,Peligroso,8.78,47,45,5,8.62,Operativo
1567,2026-04-04,Independencia,Vidrio,7.47,22,38,5,12.91,Operativo
1568,2025-08-20,Comas,Plástico,2.42,44,20,4,23.03,Operativo
1569,2025-11-18,Puente Piedra,Papel y Cartón,5.77,66,62,4,6.46,Operativo
1570,2025-12-03,Los Olivos,Orgánico,12.81,26,85,0,30.54,Operativo
1571,2025-06-05,Ancón,Plástico,3.97,32,64,5,18.66,Operativo
1572,2025-08-27,Comas,Peligroso,19.52,45,32,2,12.2,Operativo
1573,2026-02-21,Ancón,Vidrio,9.71,27,49,1,5.79,Operativo
1574,2025-07-01,Los Olivos,Plástico,4.48,38,63,5,17.8,Mantenimiento
1575,2024-12-09,Ancón,Vidrio,3.65,20,42,5,4.68,Operativo
1576,2026-04-04,Comas,Plástico,12.0,58,30,1,23.56,Operativo
1577,2025-10-25,Santa Rosa,Metal,5.08,21,82,4,16.86,Operativo
1578,2024-11-13,Puente Piedra,Papel y Cartón,4.67,67,30,5,3.56,Operativo
1579,2024-08-10,Santa Rosa,Papel y Cartón,2.89,39,23,2,21.62,Operativo
